Id,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,cat_crop
8051,Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Dry chillies,1929,5336,Species
8052,Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Gram,33,63,Beans
8053,Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Groundnut,1031,2440,Nuts
8054,Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Horse-gram,3758,2195,Beans
8055,Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Jowar,9,19,Cereal
8056,Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Maize,1474,11168,Cereal
8057,Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Moong(Green Gram),2907,1087,Fruits
8058,Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Onion,158,1884,Vegetables
8059,Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Other  Rabi pulses,752,330,Pulses
8060,Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Ragi,677,1179,Cereal
8061,Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Rice,2614,5301,Cereal
8062,Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Sesamum,2481,511,Oilseeds
8063,Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Urad,2906,2272,Pulses
8064,Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year ,Banana,1609,12177,Fruits
8065,Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year ,Cashewnut,30626,10188,Nuts
8066,Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year ,Coconut ,6924,80139794,Fruits
8067,Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year ,Dry ginger,812,2283,Species
8068,Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year ,Potato,134,1134,Vegetables
8069,Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year ,Sugarcane,42589,2491286,Sugarcane
8070,Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year ,Sunflower,213,171,Oilseeds
8071,Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year ,Sweet potato,128,334,Vegetables
8072,Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year ,Tapioca,298,1155,Beans
8073,Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year ,Tobacco,925,1993,Commercial
8074,Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year ,Turmeric,1530,3657,Species
8075,Andhra Pradesh,VISAKHAPATANAM,2007,Kharif     ,Arhar/Tur,3000,2000,Pulses
8076,Andhra Pradesh,VISAKHAPATANAM,2007,Kharif     ,Bajra,7000,6000,Cereal
8077,Andhra Pradesh,VISAKHAPATANAM,2007,Kharif     ,Dry chillies,1000,3000,Species
8078,Andhra Pradesh,VISAKHAPATANAM,2007,Kharif     ,Groundnut,4000,5000,Nuts
8079,Andhra Pradesh,VISAKHAPATANAM,2007,Kharif     ,Jowar,1000,2000,Cereal
8080,Andhra Pradesh,VISAKHAPATANAM,2007,Kharif     ,Maize,7000,9000,Cereal
8081,Andhra Pradesh,VISAKHAPATANAM,2007,Kharif     ,Moong(Green Gram),2000,1000,Fruits
8082,Andhra Pradesh,VISAKHAPATANAM,2007,Kharif     ,Ragi,28000,34000,Cereal
8083,Andhra Pradesh,VISAKHAPATANAM,2007,Kharif     ,Rice,96000,195000,Cereal
8084,Andhra Pradesh,VISAKHAPATANAM,2007,Kharif     ,Sesamum,5000,1000,Oilseeds
8085,Andhra Pradesh,VISAKHAPATANAM,2007,Kharif     ,Small millets,19000,8000,Cereal
8086,Andhra Pradesh,VISAKHAPATANAM,2007,Kharif     ,Urad,2000,1000,Pulses
8087,Andhra Pradesh,VISAKHAPATANAM,2007,Rabi       ,Dry chillies,2000,1000,Species
8088,Andhra Pradesh,VISAKHAPATANAM,2007,Rabi       ,Groundnut,1000,2000,Nuts
8089,Andhra Pradesh,VISAKHAPATANAM,2007,Rabi       ,Horse-gram,4000,2000,Beans
8090,Andhra Pradesh,VISAKHAPATANAM,2007,Rabi       ,Maize,1000,11000,Cereal
8091,Andhra Pradesh,VISAKHAPATANAM,2007,Rabi       ,Moong(Green Gram),4000,1000,Fruits
8092,Andhra Pradesh,VISAKHAPATANAM,2007,Rabi       ,Other  Rabi pulses,2000,3000,Pulses
8093,Andhra Pradesh,VISAKHAPATANAM,2007,Rabi       ,Ragi,1000,1000,Cereal
8094,Andhra Pradesh,VISAKHAPATANAM,2007,Rabi       ,Rice,3000,6000,Cereal
8095,Andhra Pradesh,VISAKHAPATANAM,2007,Rabi       ,Sesamum,3000,1000,Oilseeds
8096,Andhra Pradesh,VISAKHAPATANAM,2007,Rabi       ,Sunflower,1000,2000,Oilseeds
8097,Andhra Pradesh,VISAKHAPATANAM,2007,Rabi       ,Urad,4000,2000,Pulses
8098,Andhra Pradesh,VISAKHAPATANAM,2007,Whole Year ,Sugarcane,41000,2554000,Sugarcane
8099,Andhra Pradesh,VISAKHAPATANAM,2007,Whole Year ,Tobacco,1000,1000,Commercial
8100,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Arhar/Tur,2874,868,Pulses
8101,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Bajra,6287,5105,Cereal
8102,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Castor seed,2,1,Oilseeds
8103,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Cotton(lint),204,733,fibres
8104,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Dry chillies,474,2116,Species
8105,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Groundnut,3368,3759,Nuts
8106,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Horse-gram,109,61,Beans
8107,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Jowar,1094,2795,Cereal
8108,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Maize,6321,9014,Cereal
8109,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Mesta,36,286,fibres
8110,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Moong(Green Gram),1719,677,Fruits
8111,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Niger seed,12194,5317,Oilseeds
8112,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Onion,78,1311,Vegetables
8113,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Other Kharif pulses,597,293,Pulses
8114,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Ragi,26882,24839,Cereal
8115,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Rice,99378,167253,Cereal
8116,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Sesamum,4497,1043,Oilseeds
8117,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Small millets,18153,8041,Cereal
8118,Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Urad,1962,824,Pulses
8119,Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Dry chillies,1270,1579,Species
8120,Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Gram,58,101,Beans
8121,Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Groundnut,975,2185,Nuts
8122,Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Horse-gram,3557,1722,Beans
8123,Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Jowar,55,260,Cereal
8124,Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Maize,1414,12486,Cereal
8125,Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Moong(Green Gram),4235,1440,Fruits
8126,Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Onion,149,1434,Vegetables
8127,Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Other  Rabi pulses,1844,2914,Pulses
8128,Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Ragi,374,617,Cereal
8129,Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Rice,2679,5090,Cereal
8130,Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Sesamum,2653,692,Oilseeds
8131,Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Urad,4364,2924,Pulses
8132,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Banana,1271,13108,Fruits
8133,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Cashewnut,32516,7855,Nuts
8134,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Coconut ,7528,81264760,Fruits
8135,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Coriander,30,29,Species
8136,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Dry ginger,619,1518,Species
8137,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Potato,95,857,Vegetables
8138,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Sugarcane,38998,2201279,Sugarcane
8139,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Sunflower,350,354,Oilseeds
8140,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Sweet potato,152,394,Vegetables
8141,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Tapioca,251,915,Beans
8142,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Tobacco,1154,2926,Commercial
8143,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Turmeric,1583,3483,Species
8144,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Arhar/Tur,2023,1101,Pulses
8145,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Bajra,4829,5380,Cereal
8146,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Castor seed,3,2,Oilseeds
8147,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Cotton(lint),697,2239,fibres
8148,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Dry chillies,426,2042,Species
8149,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Groundnut,2433,2255,Nuts
8150,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Horse-gram,58,39,Beans
8151,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Jowar,833,982,Cereal
8152,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Maize,5913,12926,Cereal
8153,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Mesta,34,282,fibres
8154,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Moong(Green Gram),1382,246,Fruits
8155,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Niger seed,7486,2560,Oilseeds
8156,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Onion,36,583,Vegetables
8157,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Other Kharif pulses,655,628,Pulses
8158,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Ragi,21901,20346,Cereal
8159,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Rice,65447,69112,Cereal
8160,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Sesamum,2572,427,Oilseeds
8161,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Small millets,14175,6282,Cereal
8162,Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Urad,1576,511,Pulses
8163,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Arhar/Tur,362,197,Pulses
8164,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Dry chillies,1090,2296,Species
8165,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Gram,60,99,Beans
8166,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Groundnut,1013,2530,Nuts
8167,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Horse-gram,2544,1804,Beans
8168,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Jowar,83,290,Cereal
8169,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Maize,1258,9196,Cereal
8170,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Moong(Green Gram),1968,785,Fruits
8171,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Onion,110,2793,Vegetables
8172,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Other  Rabi pulses,1817,1743,Pulses
8173,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Ragi,403,671,Cereal
8174,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Rice,2974,4509,Cereal
8175,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Sesamum,1846,306,Oilseeds
8176,Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Urad,2435,1802,Pulses
8177,Andhra Pradesh,VISAKHAPATANAM,2009,Whole Year ,Banana,1005,29626,Fruits
8178,Andhra Pradesh,VISAKHAPATANAM,2009,Whole Year ,Cashewnut,32264,8825,Nuts
8179,Andhra Pradesh,VISAKHAPATANAM,2009,Whole Year ,Coconut ,7377,82932234,Fruits
8180,Andhra Pradesh,VISAKHAPATANAM,2009,Whole Year ,Dry ginger,432,842,Species
8181,Andhra Pradesh,VISAKHAPATANAM,2009,Whole Year ,Potato,36,311,Vegetables
8182,Andhra Pradesh,VISAKHAPATANAM,2009,Whole Year ,Sugarcane,40038,1845668,Sugarcane
8183,Andhra Pradesh,VISAKHAPATANAM,2009,Whole Year ,Sunflower,282,274,Oilseeds
8184,Andhra Pradesh,VISAKHAPATANAM,2009,Whole Year ,Sweet potato,68,167,Vegetables
8185,Andhra Pradesh,VISAKHAPATANAM,2009,Whole Year ,Tapioca,235,893,Beans
8186,Andhra Pradesh,VISAKHAPATANAM,2009,Whole Year ,Tobacco,999,2244,Commercial
8187,Andhra Pradesh,VISAKHAPATANAM,2009,Whole Year ,Turmeric,1509,3632,Species
8188,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Arhar/Tur,3717,1412,Pulses
8189,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Bajra,5978,5207,Cereal
8190,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Cotton(lint),1105,2509,fibres
8191,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Dry chillies,587,1947,Species
8192,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Groundnut,3233,3207,Nuts
8193,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Horse-gram,89,43,Beans
8194,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Jowar,982,1421,Cereal
8195,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Maize,5749,9227,Cereal
8196,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Mesta,27,242,fibres
8197,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Moong(Green Gram),1501,374,Fruits
8198,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Niger seed,9877,3753,Oilseeds
8199,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Onion,60,1192,Vegetables
8200,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Other Kharif pulses,392,376,Pulses
8201,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Ragi,22665,23322,Cereal
8202,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Rice,110289,192378,Cereal
8203,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Sesamum,4170,713,Oilseeds
8204,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Small millets,14570,14732,Cereal
8205,Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Urad,1875,1238,Pulses
8206,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Arhar/Tur,18,7,Pulses
8207,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Dry chillies,1003,3443,Species
8208,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Gram,80,133,Beans
8209,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Groundnut,1118,2446,Nuts
8210,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Horse-gram,1939,1412,Beans
8211,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Jowar,3,12,Cereal
8212,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Maize,1021,9308,Cereal
8213,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Moong(Green Gram),3276,1150,Fruits
8214,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Onion,157,2050,Vegetables
8215,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Other  Rabi pulses,4293,3512,Pulses
8216,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Ragi,290,424,Cereal
8217,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Rice,7262,9383,Cereal
8218,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Sesamum,2270,484,Oilseeds
8219,Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Urad,5187,2770,Pulses
8220,Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year ,Banana,1182,18459,Fruits
8221,Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year ,Cashewnut,31731,6821,Nuts
8222,Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year ,Dry ginger,601,1613,Species
8223,Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year ,Ginger,601,1613,Species
8224,Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year ,Potato,96,1076,Vegetables
8225,Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year ,Sugarcane,38819,2221674,Sugarcane
8226,Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year ,Sunflower,408,507,Oilseeds
8227,Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year ,Sweet potato,121,1549,Vegetables
8228,Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year ,Tapioca,216,1422,Beans
8229,Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year ,Tobacco,495,1361,Commercial
8230,Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year ,Turmeric,1935,4882,Species
8231,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Arhar/Tur,2719,1088,Pulses
8232,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Bajra,4638,5079,Cereal
8233,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Castor seed,2,1,Oilseeds
8234,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Cotton(lint),1390,2984,fibres
8235,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Cowpea(Lobia),487,104,Pulses
8236,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Dry chillies,445,1692,Species
8237,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Groundnut,1982,2222,Nuts
8238,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Horse-gram,69,37,Beans
8239,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Jowar,837,1800,Cereal
8240,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Maize,6359,25112,Cereal
8241,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Mesta,10,78,fibres
8242,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Moong(Green Gram),1184,691,Fruits
8243,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Niger seed,6831,2541,Oilseeds
8244,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Onion,56,807,Vegetables
8245,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Other Kharif pulses,833,583,Pulses
8246,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,other oilseeds,1285,27441,Oilseeds
8247,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Ragi,24806,17761,Cereal
8248,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Rice,109505,166766,Cereal
8249,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Sesamum,4155,806,Oilseeds
8250,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Small millets,15993,9862,Cereal
8251,Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Urad,1396,621,Pulses
8252,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Arhar/Tur,29,12,Pulses
8253,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Cowpea(Lobia),450,359,Pulses
8254,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Dry chillies,770,1339,Species
8255,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Gram,65,98,Beans
8256,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Groundnut,788,1889,Nuts
8257,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Horse-gram,2067,1067,Beans
8258,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Jowar,4,19,Cereal
8259,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Maize,1126,8737,Cereal
8260,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Moong(Green Gram),2766,1651,Fruits
8261,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Onion,116,2970,Vegetables
8262,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Other  Rabi pulses,5092,3743,Pulses
8263,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,other oilseeds,6831,2541,Oilseeds
8264,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Ragi,196,298,Cereal
8265,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Rice,2617,2973,Cereal
8266,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Sesamum,2497,387,Oilseeds
8267,Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Urad,3904,2737,Pulses
8268,Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year ,Banana,1355,22833,Fruits
8269,Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year ,Cashewnut,33639,3621,Nuts
8270,Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year ,Coconut ,7054,72295470,Fruits
8271,Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year ,Dry ginger,586,1448,Species
8272,Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year ,Potato,46,462,Vegetables
8273,Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year ,Sugarcane,37862,2152876,Sugarcane
8274,Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year ,Sunflower,547,568,Oilseeds
8275,Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year ,Sweet potato,95,1222,Vegetables
8276,Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year ,Tapioca,176,2251,Beans
8277,Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year ,Tobacco,580,1847,Commercial
8278,Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year ,Turmeric,1957,4450,Species
8279,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Arhar/Tur,1947,633,Pulses
8280,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Bajra,4140,3850,Cereal
8281,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Brinjal,986,8319,Vegetables
8282,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Cabbage,191,5029,Vegetables
8283,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Cashewnut,32074,7382,Nuts
8284,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Cotton(lint),3013,10191,fibres
8285,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Cowpea(Lobia),410,107,Pulses
8286,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Dry chillies,505,2088,Species
8287,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Dry ginger,581,1642,Species
8288,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Groundnut,1583,1393,Nuts
8289,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Horse-gram,79,55,Beans
8290,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Jowar,554,1469,Cereal
8291,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Lemon,4,29,Fruits
8292,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Maize,5837,12830,Cereal
8293,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Mango,12751,127051,Fruits
8294,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Moong(Green Gram),828,370,Fruits
8295,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Onion,55,1050,Vegetables
8296,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Other Kharif pulses,1123,1437,Pulses
8297,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Papaya,95,10349,Fruits
8298,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Potato,27,475,Vegetables
8299,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Ragi,21933,21692,Cereal
8300,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Rice,98718,141562,Cereal
8301,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Sapota,54,713,Fruits
8302,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Sesamum,3931,763,Oilseeds
8303,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Small millets,13405,7061,Cereal
8304,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Sugarcane,37322,2071560,Sugarcane
8305,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Sweet potato,52,501,Vegetables
8306,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Tapioca,125,2302,Beans
8307,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Tobacco,355,922,Commercial
8308,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Tomato,555,12116,Vegetables
8309,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Turmeric,2500,8380,Species
8310,Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Urad,1024,574,Pulses
8311,Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,Arhar/Tur,40,13,Pulses
8312,Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,Brinjal,633,5341,Vegetables
8313,Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,Cabbage,66,1738,Vegetables
8314,Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,Cowpea(Lobia),526,481,Pulses
8315,Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,Dry chillies,1003,2121,Species
8316,Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,Gram,43,78,Beans
8317,Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,Groundnut,904,2197,Nuts
8318,Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,Horse-gram,1637,1007,Beans
8319,Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,Jowar,6,24,Cereal
8320,Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,Maize,1126,7979,Cereal
8321,Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,Moong(Green Gram),3711,2505,Fruits
